longitude,district,street,geo_code,latitude,street_number,nation,province,city
105,江油市,武马路,wmdk,32,武马路,中国,四川省,绵阳市
114,阜平县,,wwc7,39,,中国,河北省,保定市
120,永康市,,wtjx,29,,中国,浙江省,金华市
113,宝丰县,,ww04,34,,中国,河南省,平顶山市
101,贵南县,,wq2p,36,,中国,青海省,海南藏族自治州
116,黄梅县,,wt69,30,,中国,湖北省,黄冈市
117,新罗区,龙腾南路,ws7j,25,龙腾南路,中国,福建省,龙岩市
108,周至县,,wqhf,34,,中国,陕西省,西安市
109,东方市,,w7md,19,,中国,海南省,东方市
118,双桥区,,wx79,41,,中国,河北省,承德市
100,洱源县,温起线,whx4,26,温起线,中国,云南省,大理白族自治州
88,托克逊县,,tzwg,43,,中国,新疆维吾尔自治区,吐鲁番市
114,驿城区,盘龙山路,wtck,33,盘龙山路,中国,河南省,驻马店市
108,上思县,,w7ut,22,,中国,广西壮族自治区,防城港市
108,周至县,,wqhe,34,,中国,陕西省,西安市
110,鹤峰县,,wmmv,30,,中国,湖北省,恩施土家族苗族自治州
108,三都水族自治县,,wktj,26,,中国,贵州省,黔南布依族苗族自治州
113,英德市,,ws28,24,,中国,广东省,清远市
111,江永县,,wkrh,25,,中国,湖南省,永州市
106,阿拉善左旗,,wqgq,39,,中国,内蒙古自治区,阿拉善盟
107,陇县,,wqhj,35,,中国,陕西省,宝鸡市
106,镇宁布依族苗族自治县,,wket,26,,中国,贵州省,安顺市
120,鄂温克族自治旗,,y8tp,49,,中国,内蒙古自治区,呼伦贝尔市
111,房县,,wmwy,32,,中国,湖北省,十堰市
112,云安区,广昆高速公路,wkpc,23,广昆高速公路,中国,广东省,云浮市
120,富阳区,长深高速公路,wtm4,30,长深高速公路,中国,浙江省,杭州市
114,林州市,,ww35,36,,中国,河南省,安阳市
108,鄂托克旗,,wquy,39,,中国,内蒙古自治区,鄂尔多斯市
110,澄城县,,wqnm,35,,中国,陕西省,渭南市
122,定海区,,wtq9,30,,中国,浙江省,舟山市
125,林甸县,,yb2c,47,,中国,黑龙江省,大庆市
120,滨海县,新建路,wwj3,34,新建路,中国,江苏省,盐城市
119,寿光市,,wwsk,37,,中国,山东省,潍坊市
87,尉犁县,,tzq0,41,,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州
113,宝丰县,,ww0d,34,,中国,河南省,平顶山市
106,江津区,,wm5w,29,,中国,重庆市,重庆市
104,沾益区,,wk9c,26,,中国,云南省,曲靖市
118,尤溪县,,wss1,26,,中国,福建省,三明市
114,嘉鱼县,,wt33,30,,中国,湖北省,咸宁市
126,九台区,加工河大街,wzc7,44,加工河大街,中国,吉林省,长春市
114,桂东县,,ws91,26,,中国,湖南省,郴州市
24,unknow,unknow,uxcp,90,unknow,Ocean,unknow,unknow
110,鹤峰县,,wmqk,30,,中国,湖北省,恩施土家族苗族自治州
106,青铜峡市,大中公路,wqg2,38,大中公路,中国,宁夏回族自治区,吴忠市
119,惠安县,,wskx,25,,中国,福建省,泉州市
105,兴义市,,wk6u,25,,中国,贵州省,黔西南布依族苗族自治州
111,准格尔旗,,wrph,40,,中国,内蒙古自治区,鄂尔多斯市
121,牙克石市,,y8wr,49,,中国,内蒙古自治区,呼伦贝尔市
118,双桥区,,wx7f,41,,中国,河北省,承德市
107,宁明县,,w7un,22,,中国,广西壮族自治区,崇左市
119,永泰县,,wssg,26,,中国,福建省,福州市
119,淳安县,,wtk9,30,,中国,浙江省,杭州市
111,房县,,wmwz,32,,中国,湖北省,十堰市
104,迭部县,,wq41,34,,中国,甘肃省,甘南藏族自治州
116,武平县,,ws6k,25,,中国,福建省,龙岩市
108,都安瑶族自治县,,wkk8,24,,中国,广西壮族自治区,河池市
124,甘南县,,yb85,48,,中国,黑龙江省,齐齐哈尔市
113,察哈尔右翼前旗,,wx2e,41,,中国,内蒙古自治区,乌兰察布市
110,琼中黎族苗族自治县,,w7mf,19,,中国,海南省,琼中黎族苗族自治县
120,富阳区,长深高速公路,wtm8,30,长深高速公路,中国,浙江省,杭州市
117,清流县,,wsdy,26,,中国,福建省,三明市
112,宁乡市,,wkzt,28,,中国,湖南省,长沙市
119,喀喇沁旗,,wxkk,42,,中国,内蒙古自治区,赤峰市
119,永泰县,,wssc,26,,中国,福建省,福州市
101,大姚县,,whxw,26,,中国,云南省,楚雄彝族自治州
109,三穗县,,wkv7,27,,中国,贵州省,黔东南苗族侗族自治州
115,光山县,,wtdh,32,,中国,河南省,信阳市
120,兴化市,大周公路,wtvd,33,大周公路,中国,江苏省,泰州市
108,三都水族自治县,,wkst,26,,中国,贵州省,黔南布依族苗族自治州
113,苏尼特右旗,,wx83,42,,中国,内蒙古自治区,锡林郭勒盟
110,巫山县,,wmtb,31,,中国,重庆市,重庆市
119,淳安县,,wtku,30,,中国,浙江省,杭州市
114,驿城区,盘龙山路,wtbu,33,盘龙山路,中国,河南省,驻马店市
102,西昌市,,wkbm,28,,中国,四川省,凉山彝族自治州
111,昭平县,,wkqb,24,,中国,广西壮族自治区,贺州市
123,新民市,丹阜高速公路,wxrj,42,丹阜高速公路,中国,辽宁省,沈阳市
120,,,wst4,26,,中国,中国区域,
117,东至县,,wt6v,30,,中国,安徽省,池州市
107,南郑区,,wmgf,33,,中国,陕西省,汉中市
110,桂平市,,wknm,23,,中国,广西壮族自治区,贵港市
115,清丰县,,ww6h,36,,中国,河南省,濮阳市
115,麻城市,,wt3w,31,,中国,湖北省,黄冈市
103,东川区,,wk95,26,,中国,云南省,昆明市
118,遵化市,,wxhh,40,,中国,河北省,唐山市
102,丹巴县,,wm88,31,,中国,四川省,甘孜藏族自治州
124,东港市,,wz06,40,,中国,辽宁省,丹东市
118,上饶县,,wsgx,28,,中国,江西省,上饶市
112,襄城区,,wmxk,32,,中国,湖北省,襄阳市
110,桂平市,,wkju,23,,中国,广西壮族自治区,贵港市
114,修水县,,wt1p,29,,中国,江西省,九江市
118,兰陵县,,wwk0,35,,中国,山东省,临沂市
113,社旗县,,wtbn,33,,中国,河南省,南阳市
106,江津区,,wm55,29,,中国,重庆市,重庆市
119,衢江区,050村道,wthf,29,050村道,中国,浙江省,衢州市
122,科尔沁右翼中旗,,y8nf,45,,中国,内蒙古自治区,兴安盟
101,民乐县,,wnxw,38,,中国,甘肃省,张掖市
111,石门县,,wmrh,30,,中国,湖南省,常德市
120,喀喇沁左翼蒙古族自治县,,wxme,41,,中国,辽宁省,朝阳市
110,鹤峰县,,wmq5,30,,中国,湖北省,恩施土家族苗族自治州
89,吉木萨尔县,,tzzd,44,,中国,新疆维吾尔自治区,昌吉回族自治州
114,井陉县,,ww9p,38,,中国,河北省,石家庄市
121,临海市,,wtn7,29,,中国,浙江省,台州市
119,河口区,,wwsq,38,,中国,山东省,东营市
22,unknow,unknow,urzr,90,unknow,Ocean,unknow,unknow
113,衡东县,,wsb5,27,,中国,湖南省,衡阳市
117,滕州市,,ww4y,35,,中国,山东省,枣庄市
113,察哈尔右翼前旗,,wx0n,41,,中国,内蒙古自治区,乌兰察布市
110,永顺县,,wmn5,29,,中国,湖南省,湘西土家族苗族自治州
115,崇礼区,,wx3e,41,,中国,河北省,张家口市
118,尤溪县,,wsef,26,,中国,福建省,三明市
115,清丰县,,ww3y,36,,中国,河南省,濮阳市
111,石楼县,,wqx4,37,,中国,山西省,吕梁市
115,光山县,,wtdj,32,,中国,河南省,信阳市
118,,,wwgz,39,,中国,中国区域,
113,京山市,,wt81,31,,中国,湖北省,荆门市
115,东源县,,ws64,24,,中国,广东省,河源市
124,甘南县,,yb86,48,,中国,黑龙江省,齐齐哈尔市
117,诏安县,,ws5r,24,,中国,福建省,漳州市
121,乐清市,,wsvu,28,,中国,浙江省,温州市
107,鄂托克旗,,wqgu,39,,中国,内蒙古自治区,鄂尔多斯市
105,会宁县,,wq6s,36,,中国,甘肃省,白银市
120,滨海县,新建路,wwj7,34,新建路,中国,江苏省,盐城市
118,围场满族蒙古族自治县,,wxkp,42,,中国,河北省,承德市
115,赣县区,,wsd5,26,,中国,江西省,赣州市
85,沙湾县,,tzuk,44,,中国,新疆维吾尔自治区,塔城地区
118,黟县,,wtk4,30,,中国,安徽省,黄山市
112,怀集县,,wkpx,24,,中国,广东省,肇庆市
119,金湖县,工园路,wtu7,33,工园路,中国,江苏省,淮安市
114,嘉鱼县,,wt36,30,,中国,湖北省,咸宁市
44,unknow,unknow,uzzp,90,unknow,Ocean,unknow,unknow
118,明光市,,wtgy,33,,中国,安徽省,滁州市
111,夷陵区,,wmrp,31,,中国,湖北省,宜昌市
104,仁寿县,,wm3e,30,,中国,四川省,眉山市
109,长安区,,wqj9,34,,中国,陕西省,西安市
126,青冈县,哈黑公路,yb3g,47,哈黑公路,中国,黑龙江省,绥化市
109,乌拉特前旗,,wrm9,41,,中国,内蒙古自治区,巴彦淖尔市
110,雷州市,,w7y0,21,,中国,广东省,湛江市
78,叶城县,,twxp,38,,中国,新疆维吾尔自治区,喀什地区
106,册亨县,,wk7j,25,,中国,贵州省,黔西南布依族苗族自治州
117,滕州市,,ww6c,35,,中国,山东省,枣庄市
118,遵化市,,wx5f,40,,中国,河北省,唐山市
109,王益区,,wqjs,35,,中国,陕西省,铜川市
112,神池县,,wqzk,39,,中国,山西省,忻州市
118,兰陵县,,wwhp,35,,中国,山东省,临沂市
114,桂东县,,ws9k,26,,中国,湖南省,郴州市
116,新建区,,wt4w,29,,中国,江西省,南昌市
112,浮山县,,wqrr,36,,中国,山西省,临汾市
115,平乡县,,wwd1,37,,中国,河北省,邢台市
108,五原县,,wrm0,41,,中国,内蒙古自治区,巴彦淖尔市
30,unknow,unknow,uxvp,90,unknow,Ocean,unknow,unknow
82,伊宁县,,tzdx,44,,中国,新疆维吾尔自治区,伊犁哈萨克自治州
126,青冈县,哈黑公路,yb3s,47,哈黑公路,中国,黑龙江省,绥化市
119,东乌珠穆沁旗,,y8hr,46,,中国,内蒙古自治区,锡林郭勒盟
107,镇原县,,wq7f,36,,中国,甘肃省,庆阳市
106,苍溪县,,wmem,32,,中国,四川省,广元市
119,赣榆区,,wwhz,35,,中国,江苏省,连云港市
119,,,wxh8,39,,中国,中国区域,
97,玉门市,,wpjj,40,,中国,甘肃省,酒泉市
100,祁连县,,wnz2,38,,中国,青海省,海北藏族自治州
111,房县,,wmww,32,,中国,湖北省,十堰市
111,新化县,,wkzp,28,,中国,湖南省,娄底市
114,原阳县,,ww0z,35,,中国,河南省,新乡市
106,江津区,,wm5s,29,,中国,重庆市,重庆市
121,临海市,,wtn4,29,,中国,浙江省,台州市
119,巴林左旗,,wxuf,44,,中国,内蒙古自治区,赤峰市
113,衡东县,,wsb2,27,,中国,湖南省,衡阳市
112,阳东区,,w7zg,22,,中国,广东省,阳江市
119,莒县,,wwk6,36,,中国,山东省,日照市
87,博湖县,,tztb,42,,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州
116,丰城市,,wsft,28,,中国,江西省,宜春市
104,丘北县,,wk60,24,,中国,云南省,文山壮族苗族自治州
114,驿城区,盘龙山路,wtbg,33,盘龙山路,中国,河南省,驻马店市
121,扎鲁特旗,,wxwp,44,,中国,内蒙古自治区,通辽市
120,泰兴市,,wttw,32,,中国,江苏省,泰州市
125,嫩江县,西-八,yb9p,49,西-八,中国,黑龙江省,黑河市
111,郧阳区,,wmyv,33,,中国,湖北省,十堰市
112,江华瑶族自治县,,wkre,25,,中国,湖南省,永州市
119,西乌珠穆沁旗,,wxur,45,,中国,内蒙古自治区,锡林郭勒盟
103,永靖县,,wq36,36,,中国,甘肃省,临夏回族自治州
106,同心县,庙石线,wqe1,37,庙石线,中国,宁夏回族自治区,吴忠市
113,英德市,,ws0p,24,,中国,广东省,清远市
118,围场满族蒙古族自治县,,wxkj,42,,中国,河北省,承德市
115,渝水区,,wt40,28,,中国,江西省,新余市
125,农安县,,wzb9,44,,中国,吉林省,长春市
103,建水县,,wk1q,24,,中国,云南省,红河哈尼族彝族自治州
118,明光市,,wtg9,33,,中国,安徽省,滁州市
114,井陉县,,wwc1,38,,中国,河北省,石家庄市
99,维西傈僳族自治县,,whyt,28,,中国,云南省,迪庆藏族自治州
102,马尔康市,,wm8t,32,,中国,四川省,阿坝藏族羌族自治州
105,unknow,unknow,w649,12,unknow,柬埔寨,unknow,unknow
106,秦安县,,wq5t,35,,中国,甘肃省,天水市
110,鹤峰县,,wmmg,30,,中国,湖北省,恩施土家族苗族自治州
116,梅县区,,ws6d,24,,中国,广东省,梅州市
117,西乌珠穆沁旗,,wxfv,45,,中国,内蒙古自治区,锡林郭勒盟
110,泸溪县,,wmn0,28,,中国,湖南省,湘西土家族苗族自治州
117,肥西县,,wte5,32,,中国,安徽省,合肥市
107,巴州区,,wmey,32,,中国,四川省,巴中市
107,陇县,,wq7b,35,,中国,陕西省,宝鸡市
106,秦安县,,wq72,35,,中国,甘肃省,天水市
111,新化县,,wkyt,28,,中国,湖南省,娄底市
113,苏仙区,,ws84,26,,中国,湖南省,郴州市
119,巴林左旗,,wxu7,44,,中国,内蒙古自治区,赤峰市
120,泰兴市,,wtts,32,,中国,江苏省,泰州市
99,隆阳区,,whqx,25,,中国,云南省,保山市
124,昌图县,,wxxf,43,,中国,辽宁省,铁岭市
115,晋州市,,ww9w,38,,中国,河北省,石家庄市
117,清流县,,wse4,26,,中国,福建省,三明市
40,unknow,unknow,uzux,90,unknow,Ocean,unknow,unknow
101,民乐县,,wnxy,38,,中国,甘肃省,张掖市
111,高州市,,w7z5,22,,中国,广东省,茂名市
82,伊宁县,,tzf2,44,,中国,新疆维吾尔自治区,伊犁哈萨克自治州
111,江永县,,wkrj,25,,中国,湖南省,永州市
117,清流县,,wsen,26,,中国,福建省,三明市
117,怀远县,,wtg7,33,,中国,安徽省,蚌埠市
103,官渡区,,wk3h,25,,中国,云南省,昆明市
114,建安区,,ww0g,34,,中国,河南省,许昌市
100,肃南裕固族自治县,,wnyz,39,,中国,甘肃省,张掖市
95,墨脱县,,wj5w,29,,中国,西藏自治区,林芝市
113,社旗县,,wtb5,33,,中国,河南省,南阳市
110,竹山县,,wmtz,32,,中国,湖北省,十堰市
100,肃南裕固族自治县,,wnyu,39,,中国,甘肃省,张掖市
111,府谷县,黄河路(西),wqyt,39,黄河路(西),中国,陕西省,榆林市
118,义安区,,wt7w,31,,中国,安徽省,铜陵市
118,沂源县,怡心路,ww7w,36,怡心路,中国,山东省,淄博市
121,南票区,,wxmb,41,,中国,辽宁省,葫芦岛市
127,桦甸市,,wzdh,43,,中国,吉林省,吉林市
117,滕州市,,ww5h,35,,中国,山东省,枣庄市
117,,,ws5j,23,,中国,中国区域,
116,惠来县,,ws47,23,,中国,广东省,揭阳市
112,汉寿县,,wmps,29,,中国,湖南省,常德市
106,苍溪县,,wmer,32,,中国,四川省,广元市
122,定海区,,wtq8,30,,中国,浙江省,舟山市
119,惠安县,,wss2,25,,中国,福建省,泉州市
109,乌拉特前旗,,wrjq,41,,中国,内蒙古自治区,巴彦淖尔市
125,鄂伦春自治旗,,ybbf,50,,中国,内蒙古自治区,呼伦贝尔市
117,诏安县,,ws4z,24,,中国,福建省,漳州市
120,黄岛区,,wwmw,36,,中国,山东省,青岛市
102,墨江哈尼族自治县,,wk0t,23,,中国,云南省,普洱市
118,桓台县,周荆路,wws1,37,周荆路,中国,山东省,淄博市
110,榆阳区,,wqwp,38,,中国,陕西省,榆林市
121,根河市,,y8yr,51,,中国,内蒙古自治区,呼伦贝尔市
115,吉安县,樟树塘路,wsf4,27,樟树塘路,中国,江西省,吉安市
118,林西县,,wxex,44,,中国,内蒙古自治区,赤峰市
114,永新县,,wsc6,27,,中国,江西省,吉安市
104,沐川县,,wm1y,29,,中国,四川省,乐山市
116,丰城市,,wsfm,28,,中国,江西省,宜春市
112,公安县,汪杨线,wmr8,30,汪杨线,中国,湖北省,荆州市
120,霞浦县,,wsv2,27,,中国,福建省,宁德市
101,楚雄市,,whrz,25,,中国,云南省,楚雄彝族自治州
121,乐清市,,wtn0,28,,中国,浙江省,温州市
110,澄城县,,wqnk,35,,中国,陕西省,渭南市
82,特克斯县,,tzdj,43,,中国,新疆维吾尔自治区,伊犁哈萨克自治州
118,睢宁县,魏袁线,wwh0,34,魏袁线,中国,江苏省,徐州市
104,马关县,,wk1e,23,,中国,云南省,文山壮族苗族自治州
116,夏津县,历亭街,wwds,37,历亭街,中国,山东省,德州市
118,新巴尔虎左旗,,y8gc,49,,中国,内蒙古自治区,呼伦贝尔市
110,郧西县,,wmvf,33,,中国,湖北省,十堰市
117,丰宁满族自治县,,wx4z,41,,中国,河北省,承德市
132,宝清县,,ybnp,46,,中国,黑龙江省,双鸭山市
115,晋州市,,ww9y,38,,中国,河北省,石家庄市
115,东明县,,ww1z,35,,中国,山东省,菏泽市
115,靖安县,,wt1x,29,,中国,江西省,宜春市
103,雨城区,北环西路,wm32,30,北环西路,中国,四川省,雅安市
102,元谋县,,wk8k,26,,中国,云南省,楚雄彝族自治州
110,琼中黎族苗族自治县,,w7qk,19,,中国,海南省,琼中黎族苗族自治县
118,桓台县,周荆路,wwes,37,周荆路,中国,山东省,淄博市
123,通榆县,,wxzw,45,,中国,吉林省,白城市
114,井陉县,,ww8y,38,,中国,河北省,石家庄市
100,肃南裕固族自治县,,wnz7,39,,中国,甘肃省,张掖市
89,若羌县,,tyzp,39,,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州
112,宁远县,,wkxv,26,,中国,湖南省,永州市
117,桐城市,,wt6z,31,,中国,安徽省,安庆市
115,定南县,,ws3u,25,,中国,江西省,赣州市
104,彭州市,,wm3y,31,,中国,四川省,成都市
108,丰都县,,wmkt,30,,中国,重庆市,重庆市
114,尚义县,,wx1n,41,,中国,河北省,张家口市
114,,创新路,ws0b,23,创新路,中国,广东省,东莞市
114,嘉鱼县,,wt2u,30,,中国,湖北省,咸宁市
119,莒县,,wwku,36,,中国,山东省,日照市
86,库尔勒市,,tzmr,42,,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州
115,麻城市,,wtd4,31,,中国,湖北省,黄冈市
140,unknow,unknow,xn76,36,unknow,日本,unknow,unknow
119,龙泉市,,wsuw,28,,中国,浙江省,丽水市
119,永泰县,,wsse,26,,中国,福建省,福州市
105,安岳县,,wm6t,30,,中国,四川省,资阳市
115,晋州市,,wwcf,38,,中国,河北省,石家庄市
100,凤庆县,,whr5,25,,中国,云南省,临沧市
124,本溪满族自治县,,wz26,41,,中国,辽宁省,本溪市
118,安溪县,,wskh,25,,中国,福建省,泉州市
111,新化县,,wkyz,28,,中国,湖南省,娄底市
116,新建区,,wt4x,29,,中国,江西省,南昌市
110,泸溪县,,wkyh,28,,中国,湖南省,湘西土家族苗族自治州
118,全椒县,,wtu0,32,,中国,安徽省,滁州市
118,黟县,,wt7t,30,,中国,安徽省,黄山市
86,玛纳斯县,,tzuy,45,,中国,新疆维吾尔自治区,昌吉回族自治州
103,元阳县,,wk1m,23,,中国,云南省,红河哈尼族彝族自治州
113,苏尼特右旗,,wx2k,42,,中国,内蒙古自治区,锡林郭勒盟
112,汉寿县,,wmpm,29,,中国,湖南省,常德市
113,汨罗市,,wt0s,29,,中国,湖南省,岳阳市
105,纳雍县,,wkfb,27,,中国,贵州省,毕节市
119,惠安县,,wskm,25,,中国,福建省,泉州市
106,同心县,庙石线,wqe6,37,庙石线,中国,宁夏回族自治区,吴忠市
108,彬州市,,wqhv,35,,中国,陕西省,咸阳市
100,额济纳旗,,wpr3,41,,中国,内蒙古自治区,阿拉善盟
108,环江毛南族自治县,,wkmj,25,,中国,广西壮族自治区,河池市
121,青浦区,,wtw3,31,,中国,上海市,上海市
103,峨边彝族自治县,,wm1r,29,,中国,四川省,乐山市
115,赣县区,,ws9s,26,,中国,江西省,赣州市
108,丰都县,,wmke,30,,中国,重庆市,重庆市
120,长兴县,,wtt2,31,,中国,浙江省,湖州市
124,昌图县,,wxxy,43,,中国,辽宁省,铁岭市
121,陈巴尔虎旗,,y8y7,50,,中国,内蒙古自治区,呼伦贝尔市
114,始兴县,,ws3q,25,,中国,广东省,韶关市
109,宾阳县,泉南高速公路,wkje,23,泉南高速公路,中国,广西壮族自治区,南宁市
104,沾益区,,wk9f,26,,中国,云南省,曲靖市
23,unknow,unknow,uxbx,90,unknow,Ocean,unknow,unknow
111,,,w7y8,21,,中国,中国区域,
104,仁寿县,,wm3f,30,,中国,四川省,眉山市
104,渭源县,,wq1z,35,,中国,甘肃省,定西市
120,长兴县,,wtt6,31,,中国,浙江省,湖州市
117,萧县,京台高速公路,ww52,34,京台高速公路,中国,安徽省,宿州市
110,竹山县,,wmwp,32,,中国,湖北省,十堰市
113,社旗县,,wtbe,33,,中国,河南省,南阳市
110,泸溪县,,wkvu,28,,中国,湖南省,湘西土家族苗族自治州
114,永新县,,ws9p,27,,中国,江西省,吉安市
119,衢江区,050村道,wthg,29,050村道,中国,浙江省,衢州市
118,顺昌县,,wsez,27,,中国,福建省,南平市
113,榆社县,,ww8d,37,,中国,山西省,晋中市
134,饶河县,,ybrj,47,,中国,黑龙江省,双鸭山市
105,普安县,,wkdu,26,,中国,贵州省,黔西南布依族苗族自治州
113,代县,,wwbj,39,,中国,山西省,忻州市
113,京山市,,wt88,31,,中国,湖北省,荆门市
112,介休市,,wqxg,37,,中国,山西省,晋中市
118,明光市,,wtgd,33,,中国,安徽省,滁州市
114,阳原县,,wx0c,40,,中国,河北省,张家口市
110,永顺县,,wmjy,29,,中国,湖南省,湘西土家族苗族自治州
116,霍邱县,,wtdr,32,,中国,安徽省,六安市
115,临泉县,,wtce,33,,中国,安徽省,阜阳市
121,青浦区,,wttc,31,,中国,上海市,上海市
119,巴林左旗,,wxud,44,,中国,内蒙古自治区,赤峰市
111,府谷县,黄河路(西),wqyy,39,黄河路(西),中国,陕西省,榆林市
116,英山县,,wt6q,31,,中国,湖北省,黄冈市
106,西吉县,,wq75,36,,中国,宁夏回族自治区,固原市
111,高州市,,w7yt,22,,中国,广东省,茂名市
126,九台区,加工河大街,wzc3,44,加工河大街,中国,吉林省,长春市
113,温县,马武线,ww0s,35,马武线,中国,河南省,焦作市
120,青田县,,wtj1,28,,中国,浙江省,丽水市
118,顺昌县,,wsgg,27,,中国,福建省,南平市
119,寿光市,,wwsb,37,,中国,山东省,潍坊市
119,龙泉市,,wsum,28,,中国,浙江省,丽水市
111,郧阳区,,wmy9,33,,中国,湖北省,十堰市
117,unknow,unknow,y8g6,50,unknow,俄罗斯,unknow,unknow
118,顺昌县,,wsgc,27,,中国,福建省,南平市
104,马关县,,wk4j,23,,中国,云南省,文山壮族苗族自治州
115,清丰县,,ww3g,36,,中国,河南省,濮阳市
117,东至县,,wt7j,30,,中国,安徽省,池州市
113,天心区,芙蓉大道,wsbq,28,芙蓉大道,中国,湖南省,长沙市
117,肥西县,,wteq,32,,中国,安徽省,合肥市
118,全椒县,,wteu,32,,中国,安徽省,滁州市
99,镇康县,,whq9,24,,中国,云南省,临沧市
118,安溪县,,wseb,25,,中国,福建省,泉州市
114,井陉县,,wwc3,38,,中国,河北省,石家庄市
108,庆城县,,wqkw,36,,中国,甘肃省,庆阳市
114,镶黄旗,,wx8b,42,,中国,内蒙古自治区,锡林郭勒盟
100,洱源县,温起线,whwg,26,温起线,中国,云南省,大理白族自治州
124,昌图县,,wz8m,43,,中国,辽宁省,铁岭市
112,云安区,广昆高速公路,wkps,23,广昆高速公路,中国,广东省,云浮市
113,宝丰县,,ww07,34,,中国,河南省,平顶山市
113,随县,,wt87,32,,中国,湖北省,随州市
99,镇康县,,whq8,24,,中国,云南省,临沧市
107,杭锦后旗,,wrk2,41,,中国,内蒙古自治区,巴彦淖尔市
100,澜沧拉祜族自治县,,whpk,23,,中国,云南省,普洱市
106,西吉县,,wq7r,36,,中国,宁夏回族自治区,固原市
107,南郑区,,wmu6,33,,中国,陕西省,汉中市
111,准格尔旗,,wrp4,40,,中国,内蒙古自治区,鄂尔多斯市
108,上思县,,w7vh,22,,中国,广西壮族自治区,防城港市
102,新平彝族傣族自治县,,wk29,24,,中国,云南省,玉溪市
120,霞浦县,,wsve,27,,中国,福建省,宁德市
105,威信县,顺中线,wm42,28,顺中线,中国,云南省,昭通市
115,东明县,,ww1v,35,,中国,山东省,菏泽市
111,盐湖区,滨湖路,wqpn,35,滨湖路,中国,山西省,运城市
86,库尔勒市,,tzkv,42,,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州
108,西乡县,,wmuv,33,,中国,陕西省,汉中市
89,高昌区,,tzxt,43,,中国,新疆维吾尔自治区,吐鲁番市
111,盐湖区,滨湖路,wqnz,35,滨湖路,中国,山西省,运城市
127,北林区,,yb6d,47,,中国,黑龙江省,绥化市
119,沭阳县,,wwh3,34,,中国,江苏省,宿迁市
118,睢宁县,魏袁线,ww5c,34,魏袁线,中国,江苏省,徐州市
116,武平县,,ws6x,25,,中国,福建省,龙岩市
118,沂源县,怡心路,wwkj,36,怡心路,中国,山东省,淄博市
120,喀喇沁左翼蒙古族自治县,,wxmd,41,,中国,辽宁省,朝阳市
115,麻城市,,wt3y,31,,中国,湖北省,黄冈市
121,扎鲁特旗,,wxtz,44,,中国,内蒙古自治区,通辽市
112,内乡县,,wmzm,33,,中国,河南省,南阳市
105,兴义市,,wk6y,25,,中国,贵州省,黔西南布依族苗族自治州
120,扎鲁特旗,,wxvq,45,,中国,内蒙古自治区,通辽市
107,镇原县,,wqkj,36,,中国,甘肃省,庆阳市
122,文登区,昌阳河东路,www9,37,昌阳河东路,中国,山东省,威海市
122,科尔沁左翼中旗,,wxyc,44,,中国,内蒙古自治区,通辽市
112,宁远县,,wkxm,26,,中国,湖南省,永州市
112,江华瑶族自治县,,wkrq,25,,中国,湖南省,永州市
95,格尔木市,,wn7k,36,,中国,青海省,海西蒙古族藏族自治州
107,开阳县,,wku3,27,,中国,贵州省,贵阳市
112,娄烦县,,wqxx,38,,中国,山西省,太原市
117,西乌珠穆沁旗,,wxgh,44,,中国,内蒙古自治区,锡林郭勒盟
111,临县,从龙北路,wqz4,38,从龙北路,中国,山西省,吕梁市
120,青田县,,wsvw,28,,中国,浙江省,丽水市
124,本溪满族自治县,,wz23,41,,中国,辽宁省,本溪市
109,汉滨区,,wmv6,33,,中国,陕西省,安康市
115,晋州市,,wwcc,38,,中国,河北省,石家庄市
102,西昌市,,wkbz,28,,中国,四川省,凉山彝族自治州
108,开州区,,wmt0,31,,中国,重庆市,重庆市
115,赣县区,,ws9f,26,,中国,江西省,赣州市
116,黄梅县,,wt6s,30,,中国,湖北省,黄冈市
106,江津区,,wm5n,29,,中国,重庆市,重庆市
112,江华瑶族自治县,,wkxb,25,,中国,湖南省,永州市
126,肇东市,,yb1u,46,,中国,黑龙江省,绥化市
42,unknow,unknow,uzyp,90,unknow,Ocean,unknow,unknow
124,乾安县,梧桐大路,wzbp,45,梧桐大路,中国,吉林省,松原市
113,温县,马武线,ww28,35,马武线,中国,河南省,焦作市
117,西乌珠穆沁旗,,wxg3,44,,中国,内蒙古自治区,锡林郭勒盟
114,始兴县,,ws3h,25,,中国,广东省,韶关市
114,原阳县,,ww1q,35,,中国,河南省,新乡市
108,吴起县,,wqsb,37,,中国,陕西省,延安市
104,北川羌族自治县,,wm9e,32,,中国,四川省,绵阳市
104,榆中县,,wq3y,36,,中国,甘肃省,兰州市
119,衢江区,050村道,wthu,29,050村道,中国,浙江省,衢州市
106,富宁县,,wk5x,24,,中国,云南省,文山壮族苗族自治州
111,盐湖区,滨湖路,wqns,35,滨湖路,中国,山西省,运城市
123,,,wwx4,37,,中国,中国区域,
109,酉阳土家族苗族自治县,,wmjx,29,,中国,重庆市,重庆市
106,西充县,,wme3,31,,中国,四川省,南充市
93,伊州区,,wpd7,43,,中国,新疆维吾尔自治区,哈密市
